Question_ID,Match_Status,Golden_Answers,Predicted_Answers,Option,Logit_Score,Full_Input_Sequence
q-2022,Correct,B,B,C,0.0001,"[CLS] President Donald Trump proposed tariffs on steel and aluminum. | China overtook the United States as the largest economy (PPP) by 2016. [SEP] Goals behind Trump’s tariffs: cut taxes on rich & escalate new cold war on China: Donald Trump cited billionaire egghead venture capitalist Marc Andreessen to advocate for high tariffs. Trump argued that tariffs will magically replace the income tax and pay off U.S. public debt (which is more than 120% of GDP). This is utterly false, and mathematically absurd.



For Trump, tarif As Trump Sows Tariff Confusion, Rules of Global Commerce Give Way to Chaos: Six months into his new administration, President Trump’s assault on global trade has lost any semblance of organization or structure.

He has changed deadlines suddenly. He has blown up negotiations at the 11th hour, often raising unexpected issues. He has tied his tariffs to complaints that have n Everything to know about Trump's tariff letters — and why it's a radical approach: Everything to know about Trump's tariff letters — and why it's a radical approach

toggle caption Evan Vucci/AP

President Trump this week has been firing off letters to global leaders that threaten new, high tariff rates and also announcing them via social media — an approach that represents a radi Norquist: Trump Tariffs Will Hurt State Workers: Get a daily rundown of the top stories on Urban Milwaukee

Yesterday, President Donald Trump proposed that the country impose tariffs on steel and aluminum. This column by former Mayor John Norquist, originally published in February of last year, explains why this would damage Wisconsin manufacturin [SEP]"
q-2022,Correct,B,B,D,0.0001,"[CLS] President Donald Trump proposed tariffs on steel and aluminum. | Japan approved China’s WTO bid in 1999. [SEP] Goals behind Trump’s tariffs: cut taxes on rich & escalate new cold war on China: Donald Trump cited billionaire egghead venture capitalist Marc Andreessen to advocate for high tariffs. Trump argued that tariffs will magically replace the income tax and pay off U.S. public debt (which is more than 120% of GDP). This is utterly false, and mathematically absurd.



For Trump, tarif As Trump Sows Tariff Confusion, Rules of Global Commerce Give Way to Chaos: Six months into his new administration, President Trump’s assault on global trade has lost any semblance of organization or structure.

He has changed deadlines suddenly. He has blown up negotiations at the 11th hour, often raising unexpected issues. He has tied his tariffs to complaints that have n Everything to know about Trump's tariff letters — and why it's a radical approach: Everything to know about Trump's tariff letters — and why it's a radical approach

toggle caption Evan Vucci/AP

President Trump this week has been firing off letters to global leaders that threaten new, high tariff rates and also announcing them via social media — an approach that represents a radi Norquist: Trump Tariffs Will Hurt State Workers: Get a daily rundown of the top stories on Urban Milwaukee

Yesterday, President Donald Trump proposed that the country impose tariffs on steel and aluminum. This column by former Mayor John Norquist, originally published in February of last year, explains why this would damage Wisconsin manufacturin [SEP]"
q-2023,Correct,"A,B,C","A,B,C",A,0.9998,"[CLS] On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations. | The Macron government announced an increase in gas taxes effective January 1, 2019. [SEP] ‘Yellow vest’ protests snarl traffic across France: PARIS: Thousands of drivers blocked roads across France Saturday in a ‘yellow vest’ movement against high fuel prices which has mushroomed into a widespread protest against stagnant spending power under President Emmanuel Macron.

Around 50,000 people were taking part in more than 1,000 protests at  The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  [SEP]"
q-2023,Correct,"A,B,C","A,B,C",B,0.9998,"[CLS] On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations. | The Macron government announced an increase in gas taxes effective January 1, 2019. [SEP] ‘Yellow vest’ protests snarl traffic across France: PARIS: Thousands of drivers blocked roads across France Saturday in a ‘yellow vest’ movement against high fuel prices which has mushroomed into a widespread protest against stagnant spending power under President Emmanuel Macron.

Around 50,000 people were taking part in more than 1,000 protests at  The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  [SEP]"
q-2023,Correct,"A,B,C","A,B,C",C,0.9998,"[CLS] On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations. | The Macron government announced an increase in gas taxes effective January 1, 2019. [SEP] ‘Yellow vest’ protests snarl traffic across France: PARIS: Thousands of drivers blocked roads across France Saturday in a ‘yellow vest’ movement against high fuel prices which has mushroomed into a widespread protest against stagnant spending power under President Emmanuel Macron.

Around 50,000 people were taking part in more than 1,000 protests at  The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  [SEP]"
q-2023,Correct,"A,B,C","A,B,C",D,0.0001,"[CLS] On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations. | 227 people were injured in the protests, with six severely. [SEP] ‘Yellow vest’ protests snarl traffic across France: PARIS: Thousands of drivers blocked roads across France Saturday in a ‘yellow vest’ movement against high fuel prices which has mushroomed into a widespread protest against stagnant spending power under President Emmanuel Macron.

Around 50,000 people were taking part in more than 1,000 protests at  The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  [SEP]"
q-2024,Correct,"A,C","A,C",A,0.9998,"[CLS] On November 26, 2018, the first trials for those arrested on November 24 took place. | 130 people were arrested across France, including 42 in Paris. [SEP] The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  Farmworkers detained, tear gas deployed at protesters in Ventura County immigration raid: *Editor’s note: KTLA reached out to the U.S. Department of Homeland Security for comment multiple times prior to publication. As of publishing, DHS has not responded. KTLA will update this article with any new information as it becomes available.*

Dozens of farmworkers were detained and federal age L.A. protests: Tear gas, arrests after standoff with mounted police and military: B.C. dad hoping to see his cloud photo on TV get his wish following viral TikTok campaign

2:11 39 months ago Kenya’s ‘Saba Saba’ Protests Leave 31 Dead, Fuel Growing Discontent with Ruto’s Government: At least 31 people were killed and more than 100 injured during widespread anti-government protests in Kenya this week, in a major escalation of public unrest against the administration of President William Ruto. The demonstrations, held on July 7 to mark the anniversary of the 1990 “Saba Saba” pro- Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a [SEP]"
q-2024,Correct,"A,C","A,C",B,0.0001,"[CLS] On November 26, 2018, the first trials for those arrested on November 24 took place. | A protester was accidentally run over and killed by a car near Lyon during demonstrations. [SEP] The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  Farmworkers detained, tear gas deployed at protesters in Ventura County immigration raid: *Editor’s note: KTLA reached out to the U.S. Department of Homeland Security for comment multiple times prior to publication. As of publishing, DHS has not responded. KTLA will update this article with any new information as it becomes available.*

Dozens of farmworkers were detained and federal age L.A. protests: Tear gas, arrests after standoff with mounted police and military: B.C. dad hoping to see his cloud photo on TV get his wish following viral TikTok campaign

2:11 39 months ago Kenya’s ‘Saba Saba’ Protests Leave 31 Dead, Fuel Growing Discontent with Ruto’s Government: At least 31 people were killed and more than 100 injured during widespread anti-government protests in Kenya this week, in a major escalation of public unrest against the administration of President William Ruto. The demonstrations, held on July 7 to mark the anniversary of the 1990 “Saba Saba” pro- Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a [SEP]"
q-2024,Correct,"A,C","A,C",C,0.9998,"[CLS] On November 26, 2018, the first trials for those arrested on November 24 took place. | 130 people were arrested across France, including 42 in Paris. [SEP] The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  Farmworkers detained, tear gas deployed at protesters in Ventura County immigration raid: *Editor’s note: KTLA reached out to the U.S. Department of Homeland Security for comment multiple times prior to publication. As of publishing, DHS has not responded. KTLA will update this article with any new information as it becomes available.*

Dozens of farmworkers were detained and federal age L.A. protests: Tear gas, arrests after standoff with mounted police and military: B.C. dad hoping to see his cloud photo on TV get his wish following viral TikTok campaign

2:11 39 months ago Kenya’s ‘Saba Saba’ Protests Leave 31 Dead, Fuel Growing Discontent with Ruto’s Government: At least 31 people were killed and more than 100 injured during widespread anti-government protests in Kenya this week, in a major escalation of public unrest against the administration of President William Ruto. The demonstrations, held on July 7 to mark the anniversary of the 1990 “Saba Saba” pro- Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a [SEP]"
q-2024,Correct,"A,C","A,C",D,0.0001,"[CLS] On November 26, 2018, the first trials for those arrested on November 24 took place. | The Macron government announced an increase in gas taxes effective January 1, 2019. [SEP] The Yellow Vest Movement in France : Between ""Ecological"" Neoliberalism and ""Apolitical"" Movements: The past weeks have seen a massive confrontational movement arise in France opposing President Emmanuel Macron’s “ecological” tax increase on gas. This movement combines many contradictory elements: horizontally organized direct action, a narrative of being “apolitical,” the participation of far-rig Protests over spiraling French fuel prices leave 1 dead, dozens injured: Paris CNN —

A protester was accidentally run over and killed by a car during a demonstration over rising fuel prices, a top official in eastern France said Saturday.

Mass demonstrations causing roadblocks across the country are part of the “gilets jaunes” or “yellow vests” movement, which opposes  Farmworkers detained, tear gas deployed at protesters in Ventura County immigration raid: *Editor’s note: KTLA reached out to the U.S. Department of Homeland Security for comment multiple times prior to publication. As of publishing, DHS has not responded. KTLA will update this article with any new information as it becomes available.*

Dozens of farmworkers were detained and federal age L.A. protests: Tear gas, arrests after standoff with mounted police and military: B.C. dad hoping to see his cloud photo on TV get his wish following viral TikTok campaign

2:11 39 months ago Kenya’s ‘Saba Saba’ Protests Leave 31 Dead, Fuel Growing Discontent with Ruto’s Government: At least 31 people were killed and more than 100 injured during widespread anti-government protests in Kenya this week, in a major escalation of public unrest against the administration of President William Ruto. The demonstrations, held on July 7 to mark the anniversary of the 1990 “Saba Saba” pro- Macron slams protesters after violence breaks out in French demonstrations: Paris CNN —

French President Emmanuel Macron condemned protesters who brought central Paris to a halt Saturday amid claims that the far right had infiltrated the march, which turned violent.

“Thank you to all our law enforcement, for their courage and professionalism. Shame on all the people who a [SEP]"
q-2025,Correct,C,C,A,0.0001,"[CLS] South Korea banned seafood imports from the Fukushima area. | The Chinese government criticized Japan’s plan to release wastewater. [SEP] China bans seafood from Japan after Tokyo begins releasing treated radioactive water: CNN —

China announced Thursday it was banning all seafood from Japan in response to Tokyo’s decision to begin releasing treated radioactive wastewater from the Fukushima nuclear plant, dramatically escalating an already tense feud between the two neighbors.

The release is part of a controversial p Japan Begins Releasing Treated Radioactive Water at Fukushima (Published 2023): Why It Matters

In the two years since Japan announced its plan to release the wastewater into the sea, the plan has provoked serious political tensions with nearby China and South Korea, as well as anxiety at home. The Chinese government had previously criticized the plan as unsafe; in South Korea, Worries over seafood safety mount as Japan releases Fukushima water into the Pacific: Worries over seafood safety mount as Japan releases Fukushima water into the Pacific

Enlarge this image toggle caption Jiji Press/AFP via Getty Images Jiji Press/AFP via Getty Images

FUKUSHIMA, Japan — Japan began releasing water from its crippled Fukushima nuclear plant into the Pacific Ocean Thu As Japan releases Fukushima wastewater into the ocean, a fallout of fear follows: Danity Laukon was sitting in her bedroom in her two-bedroom flat in Suva, Fiji, when she got the call. It was November 2021, and her dad, more than 1,800 miles away at her home in Majuro in the Marshall Islands, had died after a battle with diabetes.

This story was originally published by Grist and [SEP]"
q-2025,Correct,C,C,B,0.0001,"[CLS] South Korea banned seafood imports from the Fukushima area. | A huge earthquake and tsunami in 2011 caused a meltdown at the Fukushima plant. [SEP] China bans seafood from Japan after Tokyo begins releasing treated radioactive water: CNN —

China announced Thursday it was banning all seafood from Japan in response to Tokyo’s decision to begin releasing treated radioactive wastewater from the Fukushima nuclear plant, dramatically escalating an already tense feud between the two neighbors.

The release is part of a controversial p Japan Begins Releasing Treated Radioactive Water at Fukushima (Published 2023): Why It Matters

In the two years since Japan announced its plan to release the wastewater into the sea, the plan has provoked serious political tensions with nearby China and South Korea, as well as anxiety at home. The Chinese government had previously criticized the plan as unsafe; in South Korea, Worries over seafood safety mount as Japan releases Fukushima water into the Pacific: Worries over seafood safety mount as Japan releases Fukushima water into the Pacific

Enlarge this image toggle caption Jiji Press/AFP via Getty Images Jiji Press/AFP via Getty Images

FUKUSHIMA, Japan — Japan began releasing water from its crippled Fukushima nuclear plant into the Pacific Ocean Thu As Japan releases Fukushima wastewater into the ocean, a fallout of fear follows: Danity Laukon was sitting in her bedroom in her two-bedroom flat in Suva, Fiji, when she got the call. It was November 2021, and her dad, more than 1,800 miles away at her home in Majuro in the Marshall Islands, had died after a battle with diabetes.

This story was originally published by Grist and [SEP]"
